,Authors,ArticleTitle,Date,Abstract,Keywords,Affiliations
290,"CG. Ostenson, ","""Diabetes type 2. Better prevention and treatment in sight."", ",,,,"""Institutionen för molekylär medicin och kirurgi, Karolinska institutet, Stockholm. claes-goran.ostenson@ki.se"", "
291,"KF. Hanssen, KI. Birkeland and P. Thorsby, ","""Type 2-diabetes consists of several diseases."", ",Mar. 1998,,,
292,"AF. Adeniyi, AE. Uloko, OO. Ogwumike, AO. Sanya and AA. Fasanmade, ","""Time course of improvement of metabolic parameters after a 12 week physical exercise programme in patients with type 2 diabetes: the influence of gender in a Nigerian population."", ",2013,"""Gender is a major determinant of the outcomes of many health interventions. This study documents the order of significant improvements in metabolic parameters of patients with type 2 diabetes mellitus (T2DM) having metabolic syndrome within 12 weeks of physical exercise programmes. Twenty-nine patients, mean age 49.6 ± 3.7 years, presenting with high fasting plasma glucose, high triglycerides, hypertension, and high waist circumference undertook a thrice weekly aerobic and endurance exercise programme in addition to their drugs and diet. Variables were assessed at baseline and end of every two weeks for twelve weeks. Compared with baseline, significant improvement (P < 0.05) in the metabolic parameters occurred in this order for the male participants: fasting glucose (2nd week), triglycerides and waist circumference (4th week), and systolic blood pressure (12th week). For the female participants, it was fasting glucose (4th week), triglycerides (6th week), and waist circumference (10th week). Regardless of the gender, fasting glucose was the first to improve significantly, followed by triglycerides. Hypertension did not improve significantly at all in the female participants as they may require more than twelve weeks of therapeutic exercise for any significant improvement in hypertension.""",,"""Department of Physiotherapy, College of Medicine, University of Ibadan, Ibadan 200211, Nigeria."", "
293,"H. Fischer, ","""Diabetes, sport and exercise."", ",May. 2011,"""Physical activity is an essential element in the therapy of type 2 Diabetes mellitus. For physicians and therapists, it is of vital importance to motivate each patient to include exercise into routine daily life. Individual therapy plans are, thus, required.""",,"""Zentrum für Ambulante Rehabilitation, Herz und Kreislauf Dresden, Forststraße 5, Dresden, Germany. dr.fischer@reha-herz.de"", "
294,"W. Clark, ","""Type 2 diabetes. Are we closer to knowing ""why""?,"" ",2008,,,
295,"T. Urakami, ","""Diagnosis and treatment in children with type 2 diabetes mellitus."", ",Apr. 2016,,,
296,"IW. Gallen, A. Redgrave and S. Redgrave, ","""Olympic diabetes."", ",2003,"""Winning an Olympic gold medal represents the pinnacle of achievement in any sporting event, to do so with diabetes is almost miraculous. This report outlines the history and management of Steven Redgrave's diabetes, and describes the physiology associated with the extremes of human endurance and the difficulties that this presents.""",,"""Chiltern Diabetes Centre, Wycombe Hospital, High Wycombe, Buckinghamshire. ian.gallen@sbucks.nhs.uk"", "
297,"L. Quinn, ","""Type 2 diabetes--a challenge for the occupational health nurse."", ",Feb. 2003,"""Type 2 DM is occurring at earlier ages in epidemic proportions, thereby increasing the number of individuals with Type 2 DM in the workplace. Health care providers, especially occupational health nurses, have an opportunity to effect change in the trajectory of complications associated with DM by promoting optimal DM management in the workplace.""",,"""Department of Medical/Surgical Nursing, University of Illinois at Chicago, College of Nursing, Chicago, IL, USA."", "
298,"A. Melville, R. Richardson and D. Lister-Sharp, ","""On the evidence. Type 2 diabetes."", ",Mar. 2000,,,"""NHS Centre for Reviews and Dissemination, York University."", "
299,"A. Balasubramanyam, ","""The villain with a thousand faces."", ",2014,,,"""Baylor College of Medicine, Houston, Texas."", "
300,,"""Diet and exercise dramatically delay type 2 diabetes."", ",2001,,,
301,"PJ. Guillausseau, ","""Type II diabetes in children and adults."", ",Sep. 2003,,,"""Service de médecine B, hôpital Lariboisière et faculté de médecine Lariboisière-Saint-Louis, université Paris 7-Denis Diderot, 75475 Paris. pierre-jean.guillausseau@lrb.ap-hop-paris.fr"", "
302,"S. Lee, A. Chiu, A. Tsang, CC. Chow and WB. Chan, ","""Treatment-related stresses and anxiety-depressive symptoms among Chinese outpatients with type 2 diabetes mellitus in Hong Kong."", ",Dec. 2006,"""Based on focus group findings, a descriptive instrument was developed to examine the relationship among treatment-related stress, anxiety and depressive symptoms, distress, and impairment of 333 Chinese outpatients with type 2 diabetes mellitus (DM) in Hong Kong. It was found that the main stresses included fears of diabetes complications, work impairment, lifestyle adjustment, stigmatization, and discrimination. Over 1/4 of patients concealed their DM from family members in order not to make the latter worry. 28.3% felt that life was not worth living. 33.6% of patients exhibited four or more anxiety and depressive symptoms accompanied by significant distress and/or impairment. These patients were more likely to be female, of lower educational level, and unemployed. Diabetes complications, concealment of DM, and feeling of being a burden to the family predicted anxious-depressed status. The study showed that treatment-related stresses and anxiety-depressive symptoms were common and associated among Chinese diabetes outpatients in Hong Kong.""",,"""Department of Psychiatry, The Chinese University of Hong Kong, HKSAR, PR China. singlee@cuhk.edu.hk"", "
303,"V. Uličiansky, ","""Breviary of diabetes education for internist."", ",2016,"""Diabetes education is an important cornerstone for diabetes care. Patients with diabetes should participate in education to facilitate the knowledge, skill sand ability necessary for diabetes both at diagnosis and there after. Effective self-management can improve clinical outcomes, health status, and quality of life.""",,
304,"HJ. Harwood, P. Listrani and JD. Wagner, ","""Nonhuman primates and other animal models in diabetes research."", ",May. 2012,"""Animal models are important for determining the pathogenesis of and potential treatments for obesity and diabetes. Nonhuman primates (NHPs) are particularly useful for studying these disorders. As in humans, type 2 diabetes mellitus is the most common form of diabetes in NHPs and occurs more often in older obese animals, with a metabolic progression from insulin resistance (IR) and impaired glucose tolerance to overt diabetes. Histopathologic changes in pancreatic islets are also similar to those seen in humans with diabetes. Initially, there is islet hyperplasia with abundant insulin production to compensate for IR, followed by insufficient insulin production with replacement of islets with islet-associated amyloid. Diabetic NHPs also have adverse changes in plasma lipid and lipoprotein concentrations, biomarkers of obesity, inflammation, and oxidative stress, and protein glycation that contribute to the numerous complications of the disease. Furthermore, sex hormones, pregnancy, and environmental factors (e.g., diet and stress) affect IR and can also contribute to diabetes progression in NHPs. Additionally, due to their similar clinical and pathologic characteristics, NHPs have been used in many pharmacological studies to assess new therapeutic agents. For these reasons, NHPs are particularly valuable animal models of obesity and diabetes for studying disease pathogenesis, risk factors, comorbidities, and therapeutic interventions.""",,"""Department of Pathology, Wake Forest University School of Medicine, Winston-Salem, North Carolina 27157, USA."", "
305,"CE. Mogensen, ","""Focus on intensive therapeutic strategy in type 2-diabetes."", ",Sep. 1998,,,
306,"T. Pieber, ","""""Diabetes mellitus""."", ",2003,,,
307,"M. Motta, E. Bennati, E. Cardillo, L. Ferlito and M. Malaguarnera, ","""Pathogenesis of senile diabetes."", ",Sep. 2008,,,
308,"OT. Kee, H. Harun, N. Mustafa, NA. Abdul Murad, SF. Chin, R. Jaafar and N. Abdullah, ","""Cardiovascular complications in a diabetes prediction model using machine learning: a systematic review."", ",Jan. 2023,"""Prediction model has been the focus of studies since the last century in the diagnosis and prognosis of various diseases. With the advancement in computational technology, machine learning (ML) has become the widely used tool to develop a prediction model. This review is to investigate the current development of prediction model for the risk of cardiovascular disease (CVD) among type 2 diabetes (T2DM) patients using machine learning. A systematic search on Scopus and Web of Science (WoS) was conducted to look for relevant articles based on the research question. The risk of bias (ROB) for all articles were assessed based on the Prediction model Risk of Bias Assessment Tool (PROBAST) statement. Neural network with 76.6% precision, 88.06% sensitivity, and area under the curve (AUC) of 0.91 was found to be the most reliable algorithm in developing prediction model for cardiovascular disease among type 2 diabetes patients. The overall concern of applicability of all included studies is low. While two out of 10 studies were shown to have high ROB, another studies ROB are unknown due to the lack of information. The adherence to reporting standards was conducted based on the Transparent Reporting of a multivariable prediction model for Individual Prognosis or Diagnosis (TRIPOD) standard where the overall score is 53.75%. It is highly recommended that future model development should adhere to the PROBAST and TRIPOD assessment to reduce the risk of bias and ensure its applicability in clinical settings. Potential lipid peroxidation marker is also recommended in future cardiovascular disease prediction model to improve overall model applicability.""","Cardiovascular disease, Machine learning, Prediction model, Type 2 diabetes mellitus, ","""UKM Medical Molecular Biology Institute (UMBI), Universiti Kebangsaan Malaysia (UKM), 56000, Kuala Lumpur, Malaysia."", ""UKM Medical Molecular Biology Institute (UMBI), Universiti Kebangsaan Malaysia (UKM), 56000, Kuala Lumpur, Malaysia."", ""Department of Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia (UKM), 56000, Kuala Lumpur, Malaysia."", ""UKM Medical Molecular Biology Institute (UMBI), Universiti Kebangsaan Malaysia (UKM), 56000, Kuala Lumpur, Malaysia."", ""UKM Medical Molecular Biology Institute (UMBI), Universiti Kebangsaan Malaysia (UKM), 56000, Kuala Lumpur, Malaysia."", ""Faculty of Engineering and Built Environment, Universiti Kebangsaan Malaysia, 43600, Bangi, Malaysia."", ""UKM Medical Molecular Biology Institute (UMBI), Universiti Kebangsaan Malaysia (UKM), 56000, Kuala Lumpur, Malaysia. noraidatulakma.abdullah@ppukm.ukm.edu.my."", ""Faculty of Health Sciences, Universiti Kebangsaan Malaysia (UKM), 50300, Kuala Lumpur, Malaysia. noraidatulakma.abdullah@ppukm.ukm.edu.my."", "
309,"G. Lagger, M. Chambouleyron, JC. Correia, F. Sittarame, G. Miganne, A. Lasserre Moutet and A. Golay, ","""The cure of type 2 diabetes and patient education."", ",Mar. 2015,"""Type 2 diabetes is a potentially reversible disease. Patient education encompasses a deep investment of the health care providers, who with the aid of pedagogic tools, help the pa tient commit to this path. This facilitates the learning of uncommon knowledge and skills required. Whether or not it leads to a complete remission of the disease may not be the main purpose. The main goal lies in the patient's motivation to learn and change on a long term basis.""",,
310,"A. Smahelová, ","""Editorial on the article by H. Svacinová et al: ""Effect of walking exercise on aerobic capacity and blood lipids in type 2 diabetes."", ",Mar. 2003,,,
311,"MA. Diosdado and A. Barnett, ","""The major challenge of daily glycemic control in patients with type 2 diabetes mellitus. Introduction."", ",Sep. 2010,,,
312,"FA. Gries, ","""Diabetes type II."", ",1992,,,"""Diabetesforschungsinstitut, Heinrich-Heine Universität, Düsselford, BRD."", "
313,"P. Lopez-Jaramillo, J. Lopez-Lopez, D. Cohen, N. Alarcon-Ariza and M. Mogollon-Zehr, ","""Epidemiology of Hypertension and Diabetes Mellitus in Latin America."", ",2021,"""Hypertension and type 2 diabetes mellitus are two important risk factors that contribute to cardiovascular diseases worldwide. In Latin America, hypertension prevalence varies from 30 to 50%. Moreover, the proportion of awareness, treatment and control of hypertension is very low. The prevalence of type 2 diabetes mellitus varies from 8 to 13% and around 40% of patients are unaware of their condition. In addition, the prevalence of prediabetes varies from 6 to 14% and this condition has also been associated with increased risk of cardiovascular diseases. The principal factors linked to a higher risk of hypertension in Latin America are increased adiposity, low muscle strength, unhealthy diet, low physical activity and low education. Besides being chronic conditions, leading causes of cardiovascular mortality, both hypertension and type 2 diabetes mellitus, represent a substantial cost for the weak health systems of Latin American countries. Therefore, it is necessary to implement and reinforce public health programs to improve awareness, treatment and control of hypertension and type 2 diabetes mellitus, in order to reach the mandate of the United Nations to decrease the premature mortality for CVD.""","Hypertension, Latin America, cardiovascular disease, diet, health., type 2 diabetes mellitus, ","""Masira Research Institute, University of Santander, Bucaramanga, Colombia."", ""Masira Research Institute, University of Santander, Bucaramanga, Colombia."", ""Masira Research Institute, University of Santander, Bucaramanga, Colombia."", ""Masira Research Institute, University of Santander, Bucaramanga, Colombia."", ""Masira Research Institute, University of Santander, Bucaramanga, Colombia."", "
314,"JA. Fain, ","""Older adults with diabetes."", ",1991,,,
315,"J. Allwinkle, ","""Goals in the management of type 2 diabetes."", ",Jun. 1999,,,"""Royal Infirmary of Edinburgh."", "
316,"S. Teutsch, ","""The cost-effectiveness of preventing diabetes."", ",Sep. 2003,,,
317,"IJ. Halperin, NM. Ivers and R. Wong, ","""Re: Leiter LA, Berard L, Bowering CK, et al. Type 2 Diabetes mellitus management in Canada: is it improving? Can J Diabetes 37;2:82-9."", ",Aug. 2013,,,"""Sunnybrook Health Science Center, University of Toronto, Toronto, Ontario, Canada."", ""Women's College Hospital, University of Toronto, Toronto, Ontario, Canada."", ""University Health Network, University of Toronto, Toronto, Ontario, Canada."", "
318,"S. Kalra, AK. Das, C. JImeno, W. Nitiyanant, G. Su-Yen and T. Le, ","""The Berlin Declaration: Inspiration for primary care."", ",Dec. 2017,"""This paper describes the seminal Berlin Declaration, released in December 2016, and draws inspiration from it to ensure early prevention, early detection, and early control of diabetes, and provide early access to the right interventions for diabetes care. Discussion focuses on actions which primary care physicians can take in their individual practices to help achieve the goals laid down in Berlin Declaration. Collective efforts, involving simple, achievable and measurable interventions, will facilitate fulfillment of the Berlin Declaration's aims and objectives.""","Diabetes management, Prevention of diabetes, Primary care diabetes, Type 2 diabetes.
, ","""Department of Endocrinology, Bharti Hospital, Karnal, India."", ""Department of Endocrinology, Pondicherry Institute of Medical Sciences, Pondicherry, India."", ""Department of Medicine, University of the Philippines College of Medicine, Manila, Philippines."", ""Faculty of Medicine, Siriraj Hospital, Mahidol University, Thailand."", ""Singapore General Hospital, Singapore."", ""Van, Vietnam."", "
319,"L. Perreault, ","""EMPA-REG OUTCOME: The Endocrinologist's Point of View."", ",Jun. 2017,"""For many years, it was widely accepted that control of plasma lipids and blood pressure could lower macrovascular risk in patients with type 2 diabetes mellitus (T2DM), whereas the benefits of lowering plasma glucose were largely limited to improvements in microvascular complications. The Empagliflozin Cardiovascular Outcome Event Trial in Type 2 Diabetes Mellitus Patients-Removing Excess Glucose (EMPA-REG OUTCOME) study demonstrated for the first time that a glucose-lowering agent, the sodium glucose cotransporter 2 (SGLT2) inhibitor empagliflozin, could reduce major adverse cardiovascular events, cardiovascular mortality, hospitalization for heart failure, and overall mortality when given in addition to standard care in patients with T2DM at high cardiovascular risk. These results were entirely unexpected and have led to much speculation regarding the potential mechanisms underlying cardiovascular benefits. In this review, the results of EMPA-REG OUTCOME are summarized and put into perspective for the endocrinologist who is treating patients with T2DM and cardiovascular disease.""","Cardiovascular outcomes, EMPA-REG OUTCOME, Empagliflozin, Major adverse cardiovascular events, Type 2 diabetes mellitus, ","""University of Colorado Anschutz Medical Campus, Aurora. Electronic address: leigh.perreault@ucdenver.edu."", "
320,"GS. Meneilly, A. Knip and D. Tessier, ","""Diabetes in the elderly."", ",Apr. 2013,,,
321,"JM. Pappachan, FA. Antonio, M. Edavalath and A. Mukherjee, ","""Non-alcoholic fatty liver disease: a diabetologist's perspective."", ",Apr. 2014,"""In the recent years, non-alcoholic fatty liver disease (NAFLD) has emerged as the commonest cause of chronic liver disease in the developed world. The global epidemic of obesity secondary to physical inactivity and adverse food habits accounts for the alarming rise in NAFLD. Metabolic syndrome plays a major role in the pathogenesis of both NAFLD and type 2 diabetes mellitus (T2DM). Whilst most cases of NAFLD remain asymptomatic with only hepatic steatosis, about 30 % progress to non-alcoholic steatohepatitis with chronic liver inflammation that can lead on to fibrosis, cirrhosis, liver failure, and hepatocellular carcinoma. Because of the similar pathogenesis shared between T2DM and NAFLD, T2DM occurs as an important complication in many cases of NAFLD, and many cases of T2DM are further complicated by NAFLD. Rapid progression and increased complications of the individual diseases is the end result of this dual coexistence. Diagnosis of NAFLD relies upon hepatic imaging, serum biochemical markers, and liver biopsy. As in T2DM, the most important management option for patients with NAFLD is lifestyle changes targeted at weight reduction. Other treatment options include insulin sensitizers (metformin and pioglitazone), vitamin E, incretin mimetics, omega-3 fatty acids, cholesterol lowering agents, orlistat, and bariatric surgery. The clinical spectrum, patho-physiological features and therapeutic options of NAFLD share many things in common with T2DM and therefore, this review is to highlight the diabetologist's perspective of the disease.""",,"""Department of Endocrinology, Diabetes & Metabolism, University Hospital of North Staffordshire, Stoke-on-Trent, ST4 6QG, UK, drpappachan@yahoo.co.in."", "
322,"RB. Tattersall and PI. Mansell, ","""Maturity onset-type diabetes of the young (MODY): one condition or many?,"" ",Jun. 1991,,,"""Department of Diabetes, University Hospital, Nottingham, UK."", "
323,"CD. Saudek, ","""Clinical crossroads update: a 65-year-old man with poorly controlled type 2 diabetes mellitus."", ",Sep. 1997,,,
324,"A. Alnaji, GR. Law and EM. Scott, ","""The role of sleep duration in diabetes and glucose control."", ",Nov. 2016,"""Sleep curtailment is common in the Westernised world and coincides with an increase in the prevalence of type 2 diabetes mellitus (T2DM). This review considers the recently published evidence for whether sleep duration is involved in the development of T2DM in human subjects and whether sleep has a role to play in glucose control in people who have diabetes. Data from large, prospective studies indicate a U-shaped relationship between sleep duration and the development of T2DM. Smaller, cross-sectional studies also support a relationship between short sleep duration and the development of both insulin resistance and T2DM. Intervention studies show that sleep restriction leads to insulin resistance, with recent sleep extension studies offering tantalising data showing a potential benefit of sleep extension on glucose control and insulin sensitivity. In people with established diabetes the published literature shows an association between poor glucose control and both short and long sleep durations. However, there are currently no studies that determine the causal direction of this relationship, nor whether sleep interventions are likely to offer benefit for people with diabetes to help them achieve tighter glucose control."""," HR hazard ratio,  T2DM type 2 diabetes mellitus, Circadian, Clock, Diabetes, Glucose, Insulin resistance, Sleep, ","""Leeds Institute of Cardiovascular and Metabolic Medicine, University of Leeds,Leeds,UK."", ""Leeds Institute of Cardiovascular and Metabolic Medicine, University of Leeds,Leeds,UK."", ""Leeds Institute of Cardiovascular and Metabolic Medicine, University of Leeds,Leeds,UK."", "
325,,"""Tight control for type 2 diabetes."", ",Oct. 1998,,,
326,"J. Maffie-Lee, ","""Diabetes management."", ",Dec. 1995,,,
327,"K. Siddiqui, M. Musambil and N. Nazir, ","""Maturity onset diabetes of the young (MODY)--history, first case reports and recent advances."", ",Jan. 2015,"""The world is seemingly facing a global increase in people suffering from diabetes especially in developing countries. The worldwide occurrence of diabetes for all age groups in year 2000 was estimated to be 2.8% and this number is most certainly expected to rise to 4.4% by 2030. Maturity-onset of diabetes of the young, or MODY, is a form of monogenic diabetes that is caused by mutations occurring in a number of different genes. Mutations in different genes tend to cause a slightly different variant of diabetes. MODY is typically diagnosed during late childhood, adolescence, or early adulthood and is usually observed to develop in adults during their late 50's. One of the main drawbacks in its diagnosis is that many people with MODY are misdiagnosed as having type 1 or type 2 diabetes. However, a molecular and genetic diagnosis can result in a better treatment and could also help in identifying other family members with MODY. This article explores the historical prospect and the genetic background of MODY, a brief summary of the first case reported and the significant factors that differentiate it from type 1 and type 2 diabetes.""","Diabetes, First case report, Genetics, MODY, Mutation, Sub-types, ","""Strategic Center for Diabetes Research, King Saud University, Riyadh, Saudi Arabia. Electronic address: ksiddiqui@ksu.edu.sa."", ""Center for Biomedical Research, MES Medical College and Hospital, Kerala, India. Electronic address: mohthashmusambil@gmail.com."", ""Strategic Center for Diabetes Research, King Saud University, Riyadh, Saudi Arabia. Electronic address: npeerzada@ksu.edu.sa."", "
328,"S. Verma, S. Rizvi, M. Abbas, T. Raza and F. Mahdi, ","""Personalized medicine- future of diagnosis and management of T2DM."", ",2019,,,"""Department of Personalized and Molecular Medicine, Era University, Lucknow, 226003, Uttar Pradesh, India. Electronic address: sushma.verma919@gmail.com."", ""Department of Personalized and Molecular Medicine, Era University, Lucknow, 226003, Uttar Pradesh, India. Electronic address: rizvi_saliha@rediffmail.com."", ""Department of Microbiology, Era University, Lucknow, 226003, Uttar Pradesh, India. Electronic address: rizvi.109@gmail.com."", ""Department of Biotechnology, Era's Lucknow Medical College & Hospital, Era University, Lucknow, 226003, Uttar Pradesh, India. Electronic address: tasleem24@gmail.com."", ""Department of Personalized and Molecular Medicine, Era University, Lucknow, 226003, Uttar Pradesh, India. Electronic address: pmmfarzanamahdi1@gmail.com."", "
329,"T. Onuma, H. Yoshii, K. Yamashiro and K. Ishida, ","""Clinical characteristics in elderly patients with type 2 diabetes mellitus."", ",Jul. 2012,,,"""Department of Diabetes and Endocrinology, Juntendo Tokyo Koto Geriatric Medical Center, Juntendo University School of Medicine."", "
330,"JB. Halter, ","""Diabetes mellitus in an aging population: the challenge ahead."", ",Dec. 2012,,,
331,"D. Spero, ","""Dogs for Diabetes."", ",2016,,,
332,"A. Curry, ","""Young at heart. For people with type 2 diabetes, cardiovascular disease is enemy No. 1."", ",Dec. 2014,,,
333,"AI. Gaytán-Hernández and JE. García de Alba-García, ","""The meaning of type 2 diabetes mellitus from the patient's perspective."", ",2006,"""Medical anthropology considers the sociocultural aspects of illnesses, from the biomedical definition of the experience of the one who suffers the illness. This is what makes the difference between a disease and an illness, in other words, an explanatory model of illness.""",,"""Unidad de Medicina Familiar 51, Instituto Mexicano del Seguro Social, Guadalajara, Jalisco."", "
334,"T. Kadowaki, ","""Disease concept of type 2 diabetes."", ",May. 2012,,,"""Department of Diabetes and Metabolic Diseases, Graduate School of Medicine, The University of Tokyo."", "
335,"GC. Ni, ","""Type 2 diabetes in children and adolescents."", ",Apr. 2003,,,
336,"D. Aguilar and SD. Solomon, ","""ACE inhibitors and angiotensin receptor antagonists and the incidence of new-onset diabetes mellitus: an emerging theme."", ",2006,"""The prevalence of type 2 diabetes mellitus continues to rise. Given the associated co-morbidities of obesity, hypertension and cardiovascular disease, the rising incidence of diabetes has important health consequences and efforts to reduce this incidence are critical. Although lifestyle modifications, including weight loss and exercise, are instrumental in the prevention of diabetes, pharmacological therapies that reduce the incidence of diabetes have the significant potential to lower risk. The results of several large clinical trials have demonstrated that treatment with ACE inhibitors and angiotensin receptor antagonists (angiotensin receptor blockers; ARBs) may prevent or delay the onset of diabetes. These trials have demonstrated an approximately 15-30% reduction in the new onset of diabetes in those receiving ACE inhibitors and ARBs when compared with placebo or other active therapy. Although the exact mechanism underlying the effects are not entirely clear, multiple animal and human studies have demonstrated that the renin-angiotensin system plays an important role in glucose homeostasis. Although future prospective studies to clarify the role of ACE inhibitors and ARBs in preventing diabetes are ongoing, there is substantial existing evidence from completed trials that these agents may prevent the onset of diabetes.""",,"""Division of Cardiology, Baylor College of Medicine, Houston, Texas 77030, USA. daguilar@bcm.edu"", "
337,"H. Hauner, R. Landgraf, J. Schulze, J. Spranger and E. Standl, ","""Prevention of type 2 diabetes mellitus. Position paper of the National Action Forum for Diabetes Mellitus."", ",Apr. 2005,,,"""Else Kröner-Fresenius-Zentrum für Ernährungsmedizin der TU München, Klinikum Rechts der Isar,Ismaninger Str. 22, 81675 München."", "
338,"DW. Guthrie, ","""The prevention or delay of type 2 diabetes mellitus."", ",May. 2004,,,"""School of Nursing, Wichita State University, USA."", "
339,"JI. Mann and G. Riccardi, ","""Evidence-based European guidelines on diet and diabetes."", ",Dec. 2004,,,
340,"HX. Meng, ","""Association between periodontitis and diabetes mellitus."", ",Feb. 2007,"""This paper focused on the relationship between periodontitis and Type 2 diabetes mellitus (T2DM). There is an abundance of evidence that diabetes mellitus play important etiological roles in periodontal diseases. In addition, periodontal diseases have powerful and multiple influences on the occurrence and severity of systemic conditions and diseases, such as diabetes mellitus, cardiovascular disease, respiratory disease and pregnancy complications. The relationship of periodontitis and diabetes has been supported by sufficient evidences in the past twenty years: (1) diabetes is an independent risk factor of chronic periodontitis; (2) metabolic control will improve the prognosis of chronic periodontitis; (3) the treatment of chronic periodontitis will improve the metabolic level. Our recent investigation on periodontal status in the families of type 2 diabetes mellitus further confirmed the relationship. It was showed that the periodontal index such as probing depth (PD), attachment loss (AL) and numbers of tooth loss in diabetes family members were significantly higher than non-diabetes family members, while no difference of periodontal parameters was found between well control family members and non diabetes family members. In the development of type 2 diabetes (T2DM) and its complications, the advanced glycation end products (AGEs) and its receptors were to be recognized as important factors. The distributions of AGEs and the receptor for AGEs (RAGE) are highly consistent in various tissues. One study in our laboratory demonstrated that RAGE was strongly expressed in gingival tissues gathered from T2DM patients with periodontitis compared with systemically healthy chronic periodontitis patients, the expression of RAGE was positively correlated with the expression of TNF-alpha, indicating that AGE-RAGE pathway was involved in the development of periodontitis in T2DM patients. It is known that inflammation could induce the prediabetic status characterized by insulin resistance and dyslipidemia. However, it is still unclear whether periodontitis is a risk factor of type 2 diabetes mellitus or not. In a current study, the effect of periodontitis on serum levels of lipid and glucose of aggressive periodontitis (AgP) patients was implied, as the average serum levels of triglycerides and glucose of a large number of AgP patients were both significantly higher than healthy control group, and serum level of total cholesterol in AgP group was positively associated with the percentage of severe attachment loss sites. It seems that periodontitis may alter serum lipid and glucose levels. Furthermore, the effect of periodontitis on diabetes in an animal study has also demonstrated that experimental moderate periodontitis as well as castration could induce insulin resistance and beta cell impairment in rats, and that combination of the two factors would aggravate the degree of insulin resistance (IR). In conclusion, interrelationship between periodontitis and diabetes has been further approved recently.""",,"""Department of Periodontitis, Peking University School and Hospital of Stomatology, Beijing 100081, China. kqhxmeng@bjmu.edu.cn"", "
341,"L. Bren, ","""Diabetes prevention, treatment."", ",2004,,,
342,"G. Slama, JL. Selam, F. Elgrably and G. Reach, ","""Drug therapy of type 2 diabetes with 1.26g/l fasting blood glucose (see above)."", ",Nov. 1999,,,
343,,"""Guide to care for patients. Type 2 diabetes."", ",Nov. 2005,,,
344,"SV. Edelman, ","""Diabetes epidemic."", ",1994,,,"""Division of Endocrinology and Metabolism, University of California, San Diego, School of Medicine, USA."", "
345,"AS. Ametov, EV. Karpova and EV. Ivanova, ","""Current approaches to controlling type 2 diabetes."", ",2009,"""At present, about 250 million subjects suffer from type 2 diabetes (T2D) in the world. Scientists assume that this figure will amount to 380 million subjects by 2025. Macrovascular complications hold the lead in the structure of mortality in patients with T2D. Chronic hyperglycemia is known to be a cause of the development and progression of T2D. As for effective diabetes control, there is strong evidence suggesting that better glycemic control can considerably reduce a risk for both micro- and macroangiopathy. To what values glycosylated hemoglobin (HbA1c) should be reduced to prevent complications due to T2D, currently remains an urgent problem. Based on the largest studies dealing with this problem, recommendations have been formulated for different groups of patients: to achieve HbA1c levels of < 7% for all patients; < 6% for those at relatively low risk for hypoglycemia, and in the range from 7.5 to 8% for those at its high risk.""",,
346,"TJ. Songer, ","""The economic costs of NIDDM."", ",Dec. 1992,,,"""Department of Epidemiology, Graduate School of Public Health, University of Pittsburgh, PA 15261."", "
347,"RS. Ahima, ","""Insulin resistance: cause or consequence of nonalcoholic steatohepatitis?,"" ",Jan. 2007,,,
348,"JV. Neel, ","""The ""thrifty genotype"" in 1998."", ",May. 1999,,,"""Department of Human Genetics, University of Michigan School of Medicine, Ann Arbor 48109-0618, USA."", "
349,"H. Alberti, ","""'Sokkor': research into the contextual facilitators barriers involved in the management of patients with type 2 diabetes mellitus must now intensify extend into all cultures worldwide."", ",Feb. 2003,,,
350,"H. Chen, ","""Professor Zhang Zhi-long's experience in the treatment for type 2 diabetes mellitus and its complications."", ",Aug. 2010,"""This paper summarizes professor ZHANG Zhi-long's academic thoughts and his specialized treatment experience for type 2 diabetes mellitus and its complications. There are three aspects: emphasizes the importance of scientific investigation and the classics in TCM, states that spleen deficiency and excessive dampness tend to cause type 2 diabetes mellitus; emphasizes regulating spleen and stomach with acupuncture and formulates acupoint prescription for regulating middle-jiao; emphasizes the evidence based medicine and clinical experiences, seeks the law of treatment for type 2 diabetes mellitus.""",,"""Department of Graduate, Tianjin University of TCM, Tianjin 300193, China. lingchensichen@163.com"", "
351,"S. Sugihara, ","""Pathophysiology, diagnosis and treatment of type 2 diabetes mellitus in children and adolescent."", ",Jul. 2012,,,"""Department of Pediatrics, Tokyo Women's Medical University Medical Center East."", "
352,"S. Hamamoto and K. Kaku, ","""Classification and clinical features of type 2 diabetes."", ",May. 2012,,,"""Division of Diabetes, Endocrinology and Metabolism, Kawasaki Medical School."", "
353,,"""Management of type 2 diabetes mellitus. Institute for Clinical Systems Integration."", ",Jan. 1999,,,
354,"D. Bruusgaard, ","""Sector thinking and type 2 diabetes."", ",Oct. 2007,,,
355,"A. Tsai, ","""Equal Opportunity."", ",2015,,,
