,Authors,ArticleTitle,Date,Abstract,Keywords,Affiliations
235,"PH. Baldia, N. Marx and KA. Schütt, ","""Diabetes and Heart failure."", ",Aug. 2020,"""Diabetes is a very important comorbidity in patients with heart failure. When both diseases are present, mortality is greatly increased. Therefore, it is important to sufficiently diagnose and treat patients with diabetes and heart failure to improve outcome. This article provides an overview on epidemiology, pathogeneses, diagnostic and therapeutic options.""",,
236,"A. Harris and RN. Naylor, ","""Pediatric Monogenic Diabetes: A Unique Challenge and Opportunity."", ",Aug. 2019,"""Monogenic diabetes affects approximately 120,000 people in the United States but continues to be misdiagnosed. Within the pediatric population, 1% to 3% of diabetes is monogenic, and early diagnosis and genetically targeted management of congenital diabetes and maturity onset diabetes of the young (MODY) can have a tremendous impact on future health outcomes and quality of life. In some of the more common monogenic diabetes types, patients can switch from insulin therapy to sulfonylureas or even discontinue glucose-lowering therapy with stable glycemic control. Advancements in the field have identified tools and resources to aid in distinguishing patients likely to have monogenic diabetes from the more common forms of type 1 and type 2 diabetes. However, genetic testing with accurate interpretation of results is necessary to confirm a diagnosis and direct treatment selection and disease management. This article discusses challenges and opportunities in monogenic diabetes in the pediatric population. [Pediatr Ann. 2019;48(8):e319-e325.].""",,
237,"OB. Pedersen, ","""Type 2 diabetes--and the role of therapeutic defeatism."", ",Jul. 1999,,,
238,,"""Type 2 diabetes in children and adolescents. American Diabetes Association."", ",Mar. 2000,,,
239,"A. Fagot-Campagna, ","""Appearance of type 2 diabetes in the child, symptom of an epidemic in progress."", ",2003,,,"""Institut de Veille Sanitaire, Département des Maladies Chroniques et Traumatismes, Saint-Maurice, France."", "
240,"B. Charbonnel, ","""Treatment of type 2 diabetes."", ",Sep. 2000,,,
241,"pM. Nilsson, R. Cifkova and SE. Kjeldsen, ","""Treatment of Hypertension in patients with type-2 diabetes mellitus."", ",2006,,,"""Department of Medicine, University Hospital, Malmö, Sweden."", "
242,"S. Malozowski and JT. Sahlroot, ","""Interleukin-1-receptor antagonist in type 2 diabetes mellitus."", ",Jul. 2007,,,
243,"A. Goday Arno, A. Goday Arno, F. Alvarez Guisasola, J. Díez Espino, I. Fernández Fernández, D. Tórtola Graner, D. Acosta Delgado, M. Aguilar Diosdado, J. Herrera Pombo and L. Felipe Pallardo, ","""The COMBO project. Criteria and guidelines for combined therapy of type 2 diabetes. Consensus document (and II)."", ",Mar. 2001,,,"""Coordinadores del Proyecto COMBO."", "
244,"AA. Parulkar and VA. Fonseca, ","""Recent advances in pharmacological treatment of type 2 diabetes mellitus."", ",1999,"""Several new pharmacological agents attempt to correct abnormalities in the pathogenesis of type 2 diabetes mellitus. The availability of agents with different mechanisms of action and side-effect profiles permits the design of individualized regimens that address the various pathophysiologic abnormalities.""",,"""Department of Medicine, Tulane University Medical Center, New Orleans, LA 70112-2699, USA."", "
245,"Y. Iwamoto, ","""Physiopathology and drug therapy of type 2 diabetes mellitus."", ",Sep. 2002,,,
246,"M. Umar-Kamara and KA. Tufts, ","""Impact of a quality improvement intervention on provider adherence to recommended standards of care for adults with type 2 diabetes mellitus."", ",Oct. 2013,"""To report provider adherence to standards of care for adults with type 2 diabetes before and after a quality improvement (QI) intervention.""","Adherence, diabetes recognition program, practice aids, quality improvement, type 2 diabetes, ","""(Assistant Professor), South University, Richmond, Virginia, (Assistant Professor), Minuteclinic, Richmond, Virginia, (Associate Professor), School of Nursing College of Health Sciences, Old Dominion University, Norfolk, Virginia."", "
247,"A. Tanaka and K. Node, ","""Letter by Tanaka and Node Regarding Article, ""Type 2 Diabetes Mellitus and Impact of Heart Failure on Prognosis Compared to Other Cardiovascular Diseases: A Nationwide Study""."", ",Jan. 2021,,,"""Department of Cardiovascular Medicine, Saga University, Japan."", ""Department of Cardiovascular Medicine, Saga University, Japan."", "
248,"I. Iminger-Finger, J. Kargul and GJ. Laurent, ","""Diabetes: Present and future."", ",Jul. 2017,,,"""Laboratory of Molecular Gynecology & Obstetrics, Geneva University Hospitals, 2 Ch. Petit Bel-Air 2, CH-1225, Geneva, Switzerland; University of Warsaw, Centre of New Technologies, Banacha 2C, 02-097 Warsaw, Poland; Centre for Cell Therapy and Regenerative Medicine and Institute of Respiratory Health, University of Western Australia, Perth, Australia."", ""Laboratory of Molecular Gynecology & Obstetrics, Geneva University Hospitals, 2 Ch. Petit Bel-Air 2, CH-1225, Geneva, Switzerland; University of Warsaw, Centre of New Technologies, Banacha 2C, 02-097 Warsaw, Poland; Centre for Cell Therapy and Regenerative Medicine and Institute of Respiratory Health, University of Western Australia, Perth, Australia. Electronic address: ijbcb@ucl.ac.uk."", ""Laboratory of Molecular Gynecology & Obstetrics, Geneva University Hospitals, 2 Ch. Petit Bel-Air 2, CH-1225, Geneva, Switzerland; University of Warsaw, Centre of New Technologies, Banacha 2C, 02-097 Warsaw, Poland; Centre for Cell Therapy and Regenerative Medicine and Institute of Respiratory Health, University of Western Australia, Perth, Australia."", "
249,"JF. Gautier, A. Scheen and PJ. Lefèbvre, ","""Exercise in the management of non-insulin-dependent (type 2) diabetes mellitus."", ",Oct. 1995,,,"""Department of Medicine, University of Liège, Belgium."", "
250,"A. Solini, ","""Editorial: Endocrine and metabolic diseases."", ",Dec. 2020,,,
251,"A. Luo, Y. Fan, A. Luo and G. Song, ","""Research progress of the drug screening technology in type 2 diabetes mellitus."", ",Aug. 2006,"""With the incidence of type 2 diabetes mellitus increasing year after year, the technology of drug screening of type 2 diabetes mellitus progress rapidly, from the level of animal screening to cellular and molecular screening model, from the traditional drug screening technology to high efficient and throughput screening. This paper will summarize the technology of drug screening in the therapy of type 2 diabetes mellitus.""",,"""College of Bioengineering, Chongqing University, Chongqing 400044, China."", "
252,"BL. Shklovskiĭ, OSh. Oĭnotkinova, VN. Serebrennikov and VI. Baksheev, ","""Modern approaches to the problem of comprehensive training of patients with ischemic heart disease combined with type 2 diabetes mellitus which undergo interventional coronary intervention (literature review)."", ",Nov. 2012,"""On the basis of 42 analyzed sources of literature was performed a study about the problem of comprehensive training of patients with ischemic heart disease combined with type 2 diabetes mellitus which undergo interventional coronary intervention. It was noted that disease management programs for patients with associated pathology and comprehensive training of patients with ischemic heart disease combined with type 2 diabetes mellitus, which undergo interventional coronary intervention, are not developed. Therefore, in recent decades there emerged a need for comprehensive training of patients with associated pathology development of relevant structured programs of training, estimation of near and late results of training.""",,
253,"G. Imbert, ","""Towards the development of an ethno-epidemiological study of type-2 diabetes and its complications."", ",2008,"""The troubling evolution of Type 2 Diabetes into epidemic proportions bearing dramatic consequences has generated significant interest leading to a strong research focus and therefore the subject of several studies in recent years. This article examines Type 2 Diabetes Mellitus and its complications on the basis of a literature review addressing their epidemiological situation on an international scale--including indigenous peoples--and their socio-cultural determinants. This study reveals important ethnic disparities in terms of mortality and morbidity, as well as the multi-factored origin of this metabolic disorder, most notably among indigenous populations. Above and beyond the limits of prevention programmes, this literature review addresses the importance of reinforcing ethnoepidemiological studies among vulnerable peoples in order to improve our understanding of the emergence and development of this particularly complex pathological phenomenon""",,"""Dalhousie University, Bioethics Department, CRC Building, Room C315, 5849 Avenue University, Halifax, Nouvelle-Ecosse, B3H 4H7, Canada. genevieve.imbert@gmail.com"", "
254,"J. Beck, EN. Brandt, P. Blackett and K. Copeland, ","""Prevention and early detection of type 2 diabetes in children and adolescents."", ",Aug. 2001,"""Type 2 (""adult-onset"") diabetes in young adults and children has become increasingly common over the last 10 years, and has been described as an ""emerging epidemic."" The financial and societal ramifications of such a development are substantial and demand a prompt and aggressive public health response. Emphasis must be placed upon preventive behaviors and early detection, and creation of new public policy to address the related societal issues. Recommendations for prevention and screening of high-risk children and adolescents are provided.""",,"""Department of Pediatrics, University of Oklahoma Health Sciences Center, USA."", "
255,"ZT. Bloomgarden, ","""International Diabetes Federation meeting, 1997. Type 2 diabetes: its prevalence, causes, and treatment."", ",May. 1998,,,
256,"S. Marsot and F. Berthezène, ","""Surveillance of uncomplicated type 2 diabetes."", ",Jan. 1999,"""Follow up in type 2 diabetes must be regular with an annual check-up and pluriannual consultations of adapted frequency. It's important to consider the diabetic patient in totality: reaching the previous objectives of weight and glycaemia, all vascular risk factors and evolution to complications. Some tests are necessary (retin exam, microalbuminuria, ECG...), but with an attentive clinic exam we can avoid many useless and expensive paraclinic explorations. It's also a motivation tool for patients.""",,"""Service d'endocrinologie et des maladies de la nutrition Hôpital de l'Antiquaille, Lyon."", "
257,"W. Lawrence, S. Conrad and AS. Moore, ","""Type 2 diabetes: growing to epic proportions."", ",Jan. 2012,,,"""Winston Salem State University, Winston Salem, NC, USA."", "
258,"V. Bhatia, ","""IAP National Task Force for Childhood Prevention of Adult Diseases: insulin resistance and Type 2 diabetes mellitus in childhood."", ",May. 2004,"""Type 2 diabetes mellitus (DM) has traditionally been considered a disease of adults. However, in the last 2 decades, it is increasingly being reported in children and adolescents. Obesity is a strong correlate, and the increasing prevalence of obesity and poor physical activity is precipitating type 2 DM at younger ages in the ethnic groups at risk. Indians and other South Asians are among the ethnic groups particularly prone to insulin resistance and type 2 DM, the other racial groups being some American Indian tribes like the Pima Indians, Mexican Americans,Pacific Islanders and African Americans,among others. The WHO has predicted that India will have the greatest number of diabetic individuals in the world by the year 2025. Type 2 DM starting during adolescence puts the individual at risk for major morbidity and even mortality right during the productive years of life. The microvascular complications of DM (nephropathy, retinopathy, neuropathy) are brought on at an early age. In addition, type 2 DM and obesity are two components of a metabolic syndrome of insulin resistance, the other features of which include hypertension, dyslipidemia and hypercoagulability of blood. All these conditions together increase the risk for cardiovascular and cerebrovascular mortality and morbidity (i.e., myocardial infarction and stroke). The resulting economic burden will be enormous. Type 2 DM and the insulin resistance syndrome are to a large extent preventable. Adoption of a healthy eating and physical activity pattern has resulted in decreasing the development of DM in a few recent studies from various parts of the world. A concerted,multi-pronged effort is needed, involving the general public, pediatricians and general physicians, teachers and schools, the media,the government and professional medical bodies, to generate a momentum towards the goal of prevention of type 2 DM and the insulin resistance syndrome in the young population of India.""",,"""Department of Endocrinology, Sanjay Gandhi Postgraduate Institute of medical Sciences, lucknow 226 014, Uttar Pardesh, India. vbhatia@sgpgi.ac.in"", "
259,"JK. Cruickshank, ","""Survival as a function of HbA(1c) in people with type 2 diabetes."", ",Apr. 2010,,,
260,"JH. Devries, ","""Survival as a function of HbA(1c) in people with type 2 diabetes."", ",Apr. 2010,,,
261,"KW. Lin and C. Chang, ","""Screening for type 2 diabetes mellitus in adults."", ",Nov. 2009,,,"""Preventive Services Task Force Program, Agency for Healthcare Research and Quality, Bethesda, MA, USA."", "
262,"G. Winkler, ","""Therapy of adult type-2 diabetes mellitus."", ",Nov. 2003,,,"""Fóvárosi Onkormányzat Szent János Kórház, II. Belgyógyászati Osztály. winkler.gabor@axelero.hu"", "
263,"S. Kalra, G. Priya and R. Gupta, ","""Difficult diabetes: the 7d approach."", ",Jan. 2019,"""This communication describes a 7D approach to the assessment and management of 'difficult' or refractory type 2 diabetes. It lists 7 aspects of care, which may contribute to refractoriness of hyperglycaemia, and classifies them according to a bio-psychopharmacological triad. The biomedical aspects to be addressed include diagnosis of the type of diabetes and exclusion of comorbid disease. Psychosocial factors of importance include establishing effective dialogue with the patient, ensuring discipline in daily lifestyle, and minimizing diabetes related distress. Pharmacological factors which may cause difficulty in management pertain to inappropriate choice of drug or delivery device. A simple 7D checklist of factors which may lead to uncontrolled hyperglycaemia and indicate need for insulin therapy is also presented. The bio-psychopharmacological 7D approach serves as a simple, yet comprehensive, learning tool to help improve diabetes care.""","Type 2 diabetes, LADA, pancreatic diabetes, diabetes distress, insulin delivery, patient centered care, bio-psychosocial., ","""Department of Endocrinology, Bharti Hospital, Karnal."", ""Department of Endocrinology, Fortis Hospital, Mohali."", ""Department of Endocrinology, Alchemist Hospital, Panchkula, India."", "
264,"G. Konrad, ","""Comments on type 2 diabetes screening and treatment."", ",Jan. 2000,,,
265,"OT. Kee, H. Harun, N. Mustafa, NA. Abdul Murad, SF. Chin, R. Jaafar and N. Abdullah, ","""Cardiovascular complications in a diabetes prediction model using machine learning: a systematic review."", ",Jan. 2023,"""Prediction model has been the focus of studies since the last century in the diagnosis and prognosis of various diseases. With the advancement in computational technology, machine learning (ML) has become the widely used tool to develop a prediction model. This review is to investigate the current development of prediction model for the risk of cardiovascular disease (CVD) among type 2 diabetes (T2DM) patients using machine learning. A systematic search on Scopus and Web of Science (WoS) was conducted to look for relevant articles based on the research question. The risk of bias (ROB) for all articles were assessed based on the Prediction model Risk of Bias Assessment Tool (PROBAST) statement. Neural network with 76.6% precision, 88.06% sensitivity, and area under the curve (AUC) of 0.91 was found to be the most reliable algorithm in developing prediction model for cardiovascular disease among type 2 diabetes patients. The overall concern of applicability of all included studies is low. While two out of 10 studies were shown to have high ROB, another studies ROB are unknown due to the lack of information. The adherence to reporting standards was conducted based on the Transparent Reporting of a multivariable prediction model for Individual Prognosis or Diagnosis (TRIPOD) standard where the overall score is 53.75%. It is highly recommended that future model development should adhere to the PROBAST and TRIPOD assessment to reduce the risk of bias and ensure its applicability in clinical settings. Potential lipid peroxidation marker is also recommended in future cardiovascular disease prediction model to improve overall model applicability.""","Cardiovascular disease, Machine learning, Prediction model, Type 2 diabetes mellitus, ","""UKM Medical Molecular Biology Institute (UMBI), Universiti Kebangsaan Malaysia (UKM), 56000, Kuala Lumpur, Malaysia."", ""UKM Medical Molecular Biology Institute (UMBI), Universiti Kebangsaan Malaysia (UKM), 56000, Kuala Lumpur, Malaysia."", ""Department of Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia (UKM), 56000, Kuala Lumpur, Malaysia."", ""UKM Medical Molecular Biology Institute (UMBI), Universiti Kebangsaan Malaysia (UKM), 56000, Kuala Lumpur, Malaysia."", ""UKM Medical Molecular Biology Institute (UMBI), Universiti Kebangsaan Malaysia (UKM), 56000, Kuala Lumpur, Malaysia."", ""Faculty of Engineering and Built Environment, Universiti Kebangsaan Malaysia, 43600, Bangi, Malaysia."", ""UKM Medical Molecular Biology Institute (UMBI), Universiti Kebangsaan Malaysia (UKM), 56000, Kuala Lumpur, Malaysia. noraidatulakma.abdullah@ppukm.ukm.edu.my."", ""Faculty of Health Sciences, Universiti Kebangsaan Malaysia (UKM), 50300, Kuala Lumpur, Malaysia. noraidatulakma.abdullah@ppukm.ukm.edu.my."", "
266,"B. Villafuerte Quispe, MB. Roldán Martín, M. Martín Frías and R. Barrio Castellanos, ","""Type 2 diabetes mellitus in adolescents in a pediatric diabetes unit."", ",Feb. 2015,,,"""Unidad de Diabetes Pediátrica, Servicio de Pediatría, Hospital Universitario Ramón y Cajal, Madrid, España. Electronic address: beatrizv_29x@hotmail.com."", ""Unidad de Diabetes Pediátrica, Servicio de Pediatría, Hospital Universitario Ramón y Cajal, Madrid, España."", ""Unidad de Diabetes Pediátrica, Servicio de Pediatría, Hospital Universitario Ramón y Cajal, Madrid, España."", ""Unidad de Diabetes Pediátrica, Servicio de Pediatría, Hospital Universitario Ramón y Cajal, Madrid, España."", "
267,"N. Thomas, HS. Asha, R. Spurgeon, S. Christopher, V. Mohan, M. Inbakumari and FS. Geetanjali, ","""Type 2 diabetes in rural India--new paradigms in its epidemiology and evolution."", ",Nov. 2009,,,"""Department of Endocrinology, Diabetes and Metabolism, Christian Medical College, Vellore 632004."", "
268,"A. Consoli, ","""New therapeutic algorithm of Type 2 diabetes: lights and shadows."", ",Jan. 2011,,,"""Department of Medicine and Ageing Sciences, University of Chieti, Italy. consoli@unich.it"", "
269,"CA. Názara Otero and A. Pose Reino, ","""Diagram of diagnosis and management of type 2 diabetes mellitus. Update."", ",2016,,,"""Medicina Interna y Medicina de Familia, Atención Primaria, Servicio Galego de Saúde, Pontevedra, España. Electronic address: nazara.otero@cmpont.es."", ""Medicina Interna, Complexo Hospitalario Universitario de Santiago, Servicio Galego de Saúde, Santiago de Compostela, A Coruña, España."", "
270,"TA. Buchanan, ","""(How) can we prevent type 2 diabetes?,"" ",Jun. 2007,,,"""Department of Medicine, University of Southern California Keck School of Medicine, Los Angeles, California, USA. buchanan@usc.edu"", "
271,"L. Anekwe, ","""Personalised care for patients with type 2 diabetes reduces complications, study finds."", ",Apr. 2013,,,
272,"IW. Gallen, A. Redgrave and S. Redgrave, ","""Olympic diabetes."", ",2003,"""Winning an Olympic gold medal represents the pinnacle of achievement in any sporting event, to do so with diabetes is almost miraculous. This report outlines the history and management of Steven Redgrave's diabetes, and describes the physiology associated with the extremes of human endurance and the difficulties that this presents.""",,"""Chiltern Diabetes Centre, Wycombe Hospital, High Wycombe, Buckinghamshire. ian.gallen@sbucks.nhs.uk"", "
273,"A. Melville, R. Richardson and D. Lister-Sharp, ","""On the evidence. Type 2 diabetes."", ",Mar. 2000,,,"""NHS Centre for Reviews and Dissemination, York University."", "
274,"G. Slama, ","""XIV. Current approaches and perspectives for the treatment of type 2 diabetes."", ",Dec. 2002,,,"""Service de Diabétologie, Hôtel-Dieu, 1 place du Parvis Notre Dame, 75181 Paris Cedex 04."", "
275,"P. Lopez-Jaramillo, J. Lopez-Lopez, D. Cohen, N. Alarcon-Ariza and M. Mogollon-Zehr, ","""Epidemiology of Hypertension and Diabetes Mellitus in Latin America."", ",2021,"""Hypertension and type 2 diabetes mellitus are two important risk factors that contribute to cardiovascular diseases worldwide. In Latin America, hypertension prevalence varies from 30 to 50%. Moreover, the proportion of awareness, treatment and control of hypertension is very low. The prevalence of type 2 diabetes mellitus varies from 8 to 13% and around 40% of patients are unaware of their condition. In addition, the prevalence of prediabetes varies from 6 to 14% and this condition has also been associated with increased risk of cardiovascular diseases. The principal factors linked to a higher risk of hypertension in Latin America are increased adiposity, low muscle strength, unhealthy diet, low physical activity and low education. Besides being chronic conditions, leading causes of cardiovascular mortality, both hypertension and type 2 diabetes mellitus, represent a substantial cost for the weak health systems of Latin American countries. Therefore, it is necessary to implement and reinforce public health programs to improve awareness, treatment and control of hypertension and type 2 diabetes mellitus, in order to reach the mandate of the United Nations to decrease the premature mortality for CVD.""","Hypertension, Latin America, cardiovascular disease, diet, health., type 2 diabetes mellitus, ","""Masira Research Institute, University of Santander, Bucaramanga, Colombia."", ""Masira Research Institute, University of Santander, Bucaramanga, Colombia."", ""Masira Research Institute, University of Santander, Bucaramanga, Colombia."", ""Masira Research Institute, University of Santander, Bucaramanga, Colombia."", ""Masira Research Institute, University of Santander, Bucaramanga, Colombia."", "
276,"CE. Mogensen, ","""Focus on intensive therapeutic strategy in type 2-diabetes."", ",Sep. 1998,,,
277,"A. Smahelová, ","""Editorial on the article by H. Svacinová et al: ""Effect of walking exercise on aerobic capacity and blood lipids in type 2 diabetes."", ",Mar. 2003,,,
278,"W. Clark, ","""Type 2 diabetes. Are we closer to knowing ""why""?,"" ",2008,,,
279,"R. Slopien, E. Wender-Ozegowska, A. Rogowicz-Frontczak, B. Meczekalski, D. Zozulinska-Ziolkiewicz, JD. Jaremek, A. Cano, P. Chedraui, DG. Goulis, P. Lopes, G. Mishra, A. Mueck, M. Rees, LM. Senturk, T. Simoncini, JC. Stevenson, P. Stute, P. Tuomikoski, SA. Paschou, P. Anagnostis and I. Lambrinoudaki, ","""Menopause and diabetes: EMAS clinical guide."", ",Nov. 2018,"""Whether menopause increases the risk of type 2 diabetes mellitus (T2DM) independently of ageing has been a matter of debate. Controversy also exists about the benefits and risks of menopausal hormone therapy (MHT) in women with T2DM.""","Menopausal hormone therapy, Menopause, Type 2 diabetes mellitus, ","""Department of Gynecological Endocrinology, Poznań University of Medical Sciences, Poznan, Poland."", ""Department of Reproduction, Poznań University of Medical Sciences, Poznan, Poland."", ""Department of Diabetology, Poznań University of Medical Sciences, Poznan, Poland."", ""Department of Gynecological Endocrinology, Poznań University of Medical Sciences, Poznan, Poland."", ""Poznań University of Medical Sciences, Poznan, Poland."", ""Poznań University of Medical Sciences, Poznan, Poland."", ""Department of Pediatrics, Obstetrics and Gynecology, University of Valencia and INCLIVA, Valencia, Spain."", ""Instituto deInvestigación e Innovación de SaludIntegral (ISAIN), Facultad de Ciencias Médicas, Universidad Católica de Santiago de Guayaquil, Guayaquil, Ecuador."", ""Unit of Reproductive Endocrinology, First Department of Obstetrics and Gynecology, Medical School, Aristotle University of Thessaloniki, Greece."", ""Nantes, France Polyclinique de l'Atlantique Saint Herblain, F 44819 St Herblain, France; Université de Nantes, F 44093 Nantes Cedex, France."", ""School of Public Health, Faculty of Medicine, University of Queensland, Brisbane 4006, Australia."", ""University Women's Hospital of Tuebingen, Calwer Street 7, 72076 Tuebingen, Germany."", ""Women's Centre, John Radcliffe Hospital, Oxford OX3 9DU, UK."", ""Istanbul University Cerrahpasa School of Medicine, Dept. of Obstetrics and Gynecology, Division of Reproductive Endocrinology, IVF Unit, Istanbul, Turkey."", ""Department of Clinical and Experimental Medicine, University of Pisa, Via Roma, 67, 56100, Pisa, Italy."", ""National Heart and Lung Institute, Imperial College London, Royal Brompton Hospital, London SW3 6NP, UK."", ""Department of Obstetrics and Gynecology, University Women's Hospital, Bern, Switzerland."", ""Helsinki University and Helsinki University Hospital, Eira Hospital, Helsinki, Finland."", ""Second Department of Obstetrics and Gynecology, Medical School, National and Kapodistrian University of Athens, Greece."", ""Unit of Reproductive Endocrinology, First Department of Obstetrics and Gynecology, Medical School, Aristotle University of Thessaloniki, Greece."", ""Second Department of Obstetrics and Gynecology, Medical School, National and Kapodistrian University of Athens, Greece. Electronic address: ilambrinoudaki@med.uoa.gr."", "
280,"L. Quinn, ","""Type 2 diabetes--a challenge for the occupational health nurse."", ",Feb. 2003,"""Type 2 DM is occurring at earlier ages in epidemic proportions, thereby increasing the number of individuals with Type 2 DM in the workplace. Health care providers, especially occupational health nurses, have an opportunity to effect change in the trajectory of complications associated with DM by promoting optimal DM management in the workplace.""",,"""Department of Medical/Surgical Nursing, University of Illinois at Chicago, College of Nursing, Chicago, IL, USA."", "
281,"S. Gahagan and J. Silverstein, ","""Prevention and treatment of type 2 diabetes mellitus in children, with special emphasis on American Indian and Alaska Native children. American Academy of Pediatrics Committee on Native American Child Health."", ",Oct. 2003,"""The emergence of type 2 diabetes mellitus in the American Indian/Alaska Native pediatric population presents a new challenge for pediatricians and other health care professionals. This chronic disease requires preventive efforts, early diagnosis, and collaborative care of the patient and family within the context of a medical home.""",,
282,"J. Skrha, ","""Pathophysiology solves key questions in the therapy of type 2 diabetes mellitus."", ",Apr. 2003,"""Pathophysiological mechanisms accompanying Type 2 diabetes mellitus are the basement for the rational therapy of this disease. The finding of the relationship between impaired insulin secretion and its action including the regulatory mechanisms is of importance for successful treatment. In a review article there are included the most important pathways influencing therapeutical considerations in clinical practice.""",,"""III. interní klinika 1. lékarské fakulty UK a VFN, Praha."", "
283,"M. Wiehl, ","""Type 2 diabetes mellitus. 15 Years UKPDS."", ",Jul. 2014,,,
284,"J. Ward, ","""Type 2 diabetes in children and adolescents. Meeting the challenge."", ",Feb. 2002,,,"""University of Alabama Children's Specialty Center, Mobile, Ala., USA."", "
285,"PS. Jellinger, JA. Davidson, L. Blonde, D. Einhorn, G. Grunberger, Y. Handelsman, R. Hellman, H. Lebovitz, P. Levy and VL. Roberts, ","""Road maps to achieve glycemic control in type 2 diabetes mellitus: ACE/AACE Diabetes Road Map Task Force."", ",2007,,,
286,"HJ. Harwood, P. Listrani and JD. Wagner, ","""Nonhuman primates and other animal models in diabetes research."", ",May. 2012,"""Animal models are important for determining the pathogenesis of and potential treatments for obesity and diabetes. Nonhuman primates (NHPs) are particularly useful for studying these disorders. As in humans, type 2 diabetes mellitus is the most common form of diabetes in NHPs and occurs more often in older obese animals, with a metabolic progression from insulin resistance (IR) and impaired glucose tolerance to overt diabetes. Histopathologic changes in pancreatic islets are also similar to those seen in humans with diabetes. Initially, there is islet hyperplasia with abundant insulin production to compensate for IR, followed by insufficient insulin production with replacement of islets with islet-associated amyloid. Diabetic NHPs also have adverse changes in plasma lipid and lipoprotein concentrations, biomarkers of obesity, inflammation, and oxidative stress, and protein glycation that contribute to the numerous complications of the disease. Furthermore, sex hormones, pregnancy, and environmental factors (e.g., diet and stress) affect IR and can also contribute to diabetes progression in NHPs. Additionally, due to their similar clinical and pathologic characteristics, NHPs have been used in many pharmacological studies to assess new therapeutic agents. For these reasons, NHPs are particularly valuable animal models of obesity and diabetes for studying disease pathogenesis, risk factors, comorbidities, and therapeutic interventions.""",,"""Department of Pathology, Wake Forest University School of Medicine, Winston-Salem, North Carolina 27157, USA."", "
287,"AB. Goldfine, ","""Type 2 diabetes: new drugs, new perspectives."", ",Sep. 2001,"""Detection at younger ages is rapidly increasing. Although diet and exercise remain the mainstays of therapy, physicians can now choose from among a variety of medications targeting different pathophysiologic facets of the disease. The newest drugs are the thiazolidinediones, a totally novel class of insulin sensitizers.""",,"""Joslin Diabetes Center, Boston, USA."", "
288,"KF. Hanssen, KI. Birkeland and P. Thorsby, ","""Type 2-diabetes consists of several diseases."", ",Mar. 1998,,,
289,"RN. Butler, AH. Rubenstein, AM. Gracia and SC. Zweig, ","""Type 2 diabetes: causes, complications, and new screening recommendations. I."", ",Mar. 1998,"""Type 2 diabetes mellitus, one of the most prevalent and disruptive diseases in our older population, occurs in approximately 10% of persons over age 65. Its cause is usually a combination of deficient insulin production and resistance to insulin. In approximately one-half of those with diabetes, symptoms occur slowly over time and escape diagnosis. Complications include cardiovascular disease with myocardial infarction and stroke, nephropathy, retinopathy, peripheral neuropathy, and sexual dysfunction. Risk factors include age, family history, obesity, and sedentary lifestyle. Screening and early diagnosis are important secondary means of prevention, but physicians should also think about primary prevention based on family history, diet, and physical activity.""",,"""Department of Geriatrics and Adult Development, Mount Sinai Medical Center, New York, USA."", "
290,"JM. Pappachan, FA. Antonio, M. Edavalath and A. Mukherjee, ","""Non-alcoholic fatty liver disease: a diabetologist's perspective."", ",Apr. 2014,"""In the recent years, non-alcoholic fatty liver disease (NAFLD) has emerged as the commonest cause of chronic liver disease in the developed world. The global epidemic of obesity secondary to physical inactivity and adverse food habits accounts for the alarming rise in NAFLD. Metabolic syndrome plays a major role in the pathogenesis of both NAFLD and type 2 diabetes mellitus (T2DM). Whilst most cases of NAFLD remain asymptomatic with only hepatic steatosis, about 30 % progress to non-alcoholic steatohepatitis with chronic liver inflammation that can lead on to fibrosis, cirrhosis, liver failure, and hepatocellular carcinoma. Because of the similar pathogenesis shared between T2DM and NAFLD, T2DM occurs as an important complication in many cases of NAFLD, and many cases of T2DM are further complicated by NAFLD. Rapid progression and increased complications of the individual diseases is the end result of this dual coexistence. Diagnosis of NAFLD relies upon hepatic imaging, serum biochemical markers, and liver biopsy. As in T2DM, the most important management option for patients with NAFLD is lifestyle changes targeted at weight reduction. Other treatment options include insulin sensitizers (metformin and pioglitazone), vitamin E, incretin mimetics, omega-3 fatty acids, cholesterol lowering agents, orlistat, and bariatric surgery. The clinical spectrum, patho-physiological features and therapeutic options of NAFLD share many things in common with T2DM and therefore, this review is to highlight the diabetologist's perspective of the disease.""",,"""Department of Endocrinology, Diabetes & Metabolism, University Hospital of North Staffordshire, Stoke-on-Trent, ST4 6QG, UK, drpappachan@yahoo.co.in."", "
291,", ","""The prevention or delay of type 2 diabetes."", ",Jun. 2005,,,
292,"G. Alberti, ","""A desktop guide to Type 2 diabetes mellitus. European Diabetes Policy Group 1998-1999 International Diabetes Federation European Region."", ",1999,,,"""Department of Medicine, Framington Place, Newcastle upon Tyne, UK. george.alberti@newcastle.ac.uk"", "
